epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,10902.2,1.29402,0.93982,1.57289,0.88344,0.86907,0.9035,0.41781,1.48561,0.88502,1.8862,0.00146417,0.00146417,0.00146417
89,11026.2,1.28314,0.93302,1.56534,0.88022,0.85602,0.89774,0.41664,1.49165,0.89066,1.89117,0.00136606,0.00136606,0.00136606
90,11150.1,1.28361,0.91958,1.56725,0.86807,0.86692,0.89871,0.41559,1.49842,0.88493,1.90143,0.00126794,0.00126794,0.00126794
91,11274,1.26986,0.91519,1.56473,0.88054,0.86063,0.90158,0.41559,1.49932,0.88594,1.90295,0.00116983,0.00116983,0.00116983
92,11398.2,1.24685,0.76409,1.64169,0.87284,0.86289,0.8974,0.41632,1.49533,0.88185,1.90239,0.00107172,0.00107172,0.00107172
93,11521.8,1.23521,0.74595,1.62741,0.88057,0.86472,0.899,0.4179,1.49922,0.8771,1.91055,0.000973604,0.000973604,0.000973604
94,11645.3,1.21956,0.73227,1.62098,0.87557,0.86842,0.89806,0.41577,1.50389,0.8737,1.91757,0.000875491,0.000875491,0.000875491
95,11768.8,1.21979,0.72409,1.62223,0.887,0.86429,0.9035,0.41632,1.50503,0.87285,1.9219,0.000777378,0.000777378,0.000777378
96,11892.4,1.21572,0.71993,1.61336,0.88116,0.86657,0.90259,0.41475,1.50836,0.87098,1.92373,0.000679265,0.000679265,0.000679265
97,12015.9,1.20576,0.71549,1.60642,0.88396,0.86702,0.90291,0.41423,1.51204,0.86882,1.92635,0.000581152,0.000581152,0.000581152
98,12139.4,1.20187,0.71025,1.59998,0.8855,0.86702,0.90398,0.41396,1.51362,0.8676,1.92791,0.000483039,0.000483039,0.000483039
99,12262.9,1.1929,0.70396,1.5932,0.89059,0.86218,0.90324,0.41375,1.51606,0.86821,1.93046,0.000384926,0.000384926,0.000384926
100,12386.5,1.18837,0.70221,1.58887,0.8897,0.85864,0.89945,0.41291,1.51866,0.86983,1.93268,0.000286813,0.000286813,0.000286813
