epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,5568.3,1.72646,1.21892,1.35286,0.85521,0.78,0.84271,0.3714,1.86197,1.07365,1.44774,0.005149,0.005149,0.005149
51,5679.78,1.72749,1.23057,1.35265,0.84975,0.76947,0.84196,0.36964,1.8744,1.09329,1.45031,0.00505,0.00505,0.00505
52,5791.13,1.72556,1.21103,1.35035,0.85787,0.80554,0.85933,0.37402,1.8717,1.05867,1.44871,0.004951,0.004951,0.004951
53,5902.65,1.70934,1.203,1.34005,0.85381,0.80385,0.85538,0.37461,1.8623,1.06315,1.4343,0.004852,0.004852,0.004852
54,6014.06,1.70932,1.18518,1.34605,0.86784,0.8074,0.85127,0.37295,1.88603,1.03039,1.45761,0.004753,0.004753,0.004753
55,6125.42,1.71215,1.18678,1.34314,0.87099,0.80144,0.86013,0.3749,1.89806,1.02522,1.46414,0.004654,0.004654,0.004654
56,6236.91,1.6998,1.17894,1.33195,0.86745,0.8011,0.85564,0.37655,1.86961,1.04747,1.44632,0.004555,0.004555,0.004555
57,6348.32,1.70832,1.17466,1.33907,0.87544,0.8116,0.85924,0.3823,1.86453,1.0369,1.43821,0.004456,0.004456,0.004456
58,6459.78,1.69777,1.14953,1.33412,0.88335,0.82114,0.87326,0.38219,1.88506,1.00477,1.44565,0.004357,0.004357,0.004357
59,6571.17,1.70539,1.1654,1.33842,0.87378,0.8139,0.86761,0.38382,1.86327,1.02045,1.43447,0.004258,0.004258,0.004258
60,6682.53,1.69577,1.15803,1.3314,0.87847,0.82428,0.87338,0.38353,1.86566,1.01645,1.43509,0.004159,0.004159,0.004159
61,6793.89,1.68964,1.13752,1.3246,0.87592,0.81638,0.86765,0.38169,1.86746,1.01518,1.43954,0.00406,0.00406,0.00406
62,6905.17,1.68458,1.12901,1.32888,0.87353,0.81858,0.86435,0.37787,1.8804,1.01411,1.44759,0.003961,0.003961,0.003961
63,7016.44,1.69305,1.14454,1.32524,0.87086,0.82595,0.86627,0.38691,1.86886,1.01158,1.44072,0.003862,0.003862,0.003862
64,7127.8,1.69143,1.12587,1.32443,0.87155,0.84375,0.87697,0.39011,1.87037,0.9821,1.43765,0.003763,0.003763,0.003763
65,7239.2,1.68463,1.13013,1.32888,0.86742,0.83018,0.8683,0.39118,1.85479,0.99231,1.43107,0.003664,0.003664,0.003664
66,7350.65,1.68137,1.11711,1.32671,0.88812,0.81976,0.87203,0.38961,1.85895,0.99024,1.43112,0.003565,0.003565,0.003565
67,7462.03,1.68365,1.11149,1.31864,0.86592,0.82672,0.86908,0.38543,1.85883,1.00694,1.43282,0.003466,0.003466,0.003466
68,7573.36,1.66933,1.10324,1.31759,0.86108,0.83407,0.87175,0.3906,1.85299,0.99542,1.4227,0.003367,0.003367,0.003367
69,7684.69,1.66593,1.0976,1.31859,0.8819,0.82889,0.87883,0.39349,1.85682,0.99101,1.4263,0.003268,0.003268,0.003268
70,7796.09,1.67339,1.09185,1.31976,0.87146,0.84217,0.87736,0.39738,1.8413,0.98612,1.41628,0.003169,0.003169,0.003169
71,7907.57,1.66773,1.09456,1.31054,0.89714,0.84492,0.88476,0.39129,1.85061,0.98752,1.41755,0.00307,0.00307,0.00307
72,8018.93,1.66487,1.08261,1.31904,0.87573,0.84243,0.87867,0.39149,1.86717,0.97349,1.42955,0.002971,0.002971,0.002971
73,8130.51,1.65752,1.06864,1.31276,0.87837,0.84105,0.88438,0.39607,1.85904,0.96876,1.43146,0.002872,0.002872,0.002872
74,8241.93,1.66135,1.0578,1.30387,0.88778,0.83511,0.87958,0.39269,1.86182,0.95705,1.4277,0.002773,0.002773,0.002773
75,8353.42,1.66383,1.05876,1.3135,0.88863,0.8333,0.88458,0.3967,1.85946,0.96902,1.43013,0.002674,0.002674,0.002674
76,8464.74,1.65358,1.06244,1.30658,0.87451,0.8325,0.881,0.39552,1.84677,0.97107,1.4221,0.002575,0.002575,0.002575
77,8576.14,1.64859,1.05865,1.30829,0.87269,0.83462,0.87977,0.39667,1.84289,0.97393,1.4198,0.002476,0.002476,0.002476
78,8687.44,1.65357,1.04715,1.30907,0.87625,0.84905,0.88775,0.39743,1.84921,0.96719,1.42302,0.002377,0.002377,0.002377
79,8798.8,1.63337,1.02934,1.30862,0.8828,0.85061,0.88488,0.39578,1.85685,0.9565,1.42674,0.002278,0.002278,0.002278
80,8910.21,1.63746,1.03256,1.29805,0.88058,0.84369,0.88419,0.3918,1.87212,0.95917,1.43942,0.002179,0.002179,0.002179
81,9021.53,1.64442,1.02402,1.29837,0.88303,0.85368,0.88651,0.39567,1.85989,0.95807,1.42722,0.00208,0.00208,0.00208
82,9132.94,1.64063,1.02391,1.29844,0.88616,0.83766,0.88194,0.3956,1.85753,0.96044,1.42719,0.001981,0.001981,0.001981
83,9244.24,1.63056,1.01948,1.28855,0.89454,0.84225,0.89027,0.3971,1.8589,0.95855,1.42528,0.001882,0.001882,0.001882
84,9355.7,1.62207,1.00877,1.292,0.88922,0.84224,0.8903,0.40063,1.85643,0.95215,1.42596,0.001783,0.001783,0.001783
85,9467.17,1.61154,0.99682,1.28665,0.89257,0.85284,0.89371,0.40199,1.86198,0.94371,1.43033,0.001684,0.001684,0.001684
86,9578.45,1.62139,0.99314,1.28657,0.88252,0.84625,0.8922,0.39851,1.86234,0.93877,1.43069,0.001585,0.001585,0.001585
87,9689.7,1.61299,0.99042,1.28468,0.88843,0.84958,0.89444,0.40043,1.86053,0.93731,1.43088,0.001486,0.001486,0.001486
88,9800.99,1.61726,0.9839,1.28679,0.88428,0.84944,0.89223,0.40075,1.86103,0.93013,1.42896,0.001387,0.001387,0.001387
89,9912.27,1.60117,0.97065,1.27434,0.88266,0.85146,0.88874,0.40023,1.86231,0.92997,1.42922,0.001288,0.001288,0.001288
90,10023.6,1.60173,0.97184,1.28171,0.88944,0.85401,0.89443,0.39994,1.86179,0.93119,1.42961,0.001189,0.001189,0.001189
91,10135.2,1.57356,0.82984,1.38683,0.89496,0.85023,0.89114,0.39844,1.8619,0.93081,1.42696,0.00109,0.00109,0.00109
92,10246.5,1.56572,0.81367,1.3814,0.88177,0.84709,0.88571,0.39624,1.86101,0.94003,1.42461,0.000991,0.000991,0.000991
93,10357.6,1.56035,0.80116,1.38314,0.87442,0.85236,0.88593,0.39516,1.86401,0.93486,1.42419,0.000892,0.000892,0.000892
94,10468.9,1.55707,0.79343,1.37842,0.87866,0.85306,0.88791,0.3957,1.86673,0.93024,1.42488,0.000793,0.000793,0.000793
95,10580.2,1.54737,0.78404,1.37162,0.88618,0.85469,0.89011,0.39533,1.86764,0.92524,1.42802,0.000694,0.000694,0.000694
96,10691.3,1.55705,0.77807,1.38113,0.88553,0.85351,0.8867,0.39479,1.86961,0.92182,1.42994,0.000595,0.000595,0.000595
97,10802.6,1.5444,0.77468,1.36541,0.88417,0.85357,0.8876,0.39517,1.86917,0.92226,1.42889,0.000496,0.000496,0.000496
98,10913.9,1.54358,0.7697,1.36996,0.88458,0.85468,0.88488,0.3962,1.87025,0.91902,1.42959,0.000397,0.000397,0.000397
99,11025.1,1.54186,0.75704,1.3667,0.88713,0.84964,0.8847,0.39734,1.86859,0.91845,1.42828,0.000298,0.000298,0.000298
100,11136.3,1.54027,0.75871,1.36477,0.8862,0.85164,0.88199,0.39662,1.86983,0.91607,1.42875,0.000199,0.000199,0.000199
